index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
564,"APEC Advanced Vehicles Regulations and Standards","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/apec-advanced-vehicles-regulations-and-standards","apec-advanced-vehicles-regulations-and-standards","https://www.apec.org/images/default-source/publication/2022/12/apec-advanced-vehicles-regulations-and-standards/cover_222_ad_apec-advanced-vehicles-regulations-and-standards.tmb-h300.jpg?Culture=en&sfvrsn=e520f42b_1",63,"api","regulation"
565,"Capacity Building on Marine Debris Monitoring by Using Innovative Technologies in APEC Region","Proceedings","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/capacity-building-on-marine-debris-monitoring-by-using-innovative-technologies-in-apec-region","capacity-building-on-marine-debris-monitoring-by-using-innovative-technologies-in-apec-region","https://www.apec.org/images/default-source/publication/2022/12/capacity-building-on-marine-debris-monitoring-by-using-innovative-technologies-in-apec-region/cover_222_ofwg_capacity-building-on-marine-debris-monitoring-by-using-innovative-technologies.tmb-h300.jpg?Culture=en&sfvrsn=79408c54_1",63,"api",""
566,"Trade Networks amid Disruption: Promoting Resilience through Digital Trade Facilitation","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/trade-networks-amid-disruption-promoting-resilience-through-digital-trade-facilitation","trade-networks-amid-disruption-promoting-resilience-through-digital-trade-facilitation","https://www.apec.org/images/default-source/publication/2022/12/trade-networks-amid-disruption-promoting-resilience-through-digital-trade-facilitation/cover_222_psu_trade-networks-amid-disruption.tmb-h300.jpg?Culture=en&sfvrsn=3787e8d7_1",63,"api","digital|trade"
567,"Applying Digital Tools by MSMEs and Individuals in Travel and Tourism Sector under COVID-19","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/applying-digital-tools-by-msmes-and-individuals-in-travel-and-tourism-sector-under-covid-19","applying-digital-tools-by-msmes-and-individuals-in-travel-and-tourism-sector-under-covid-19","https://www.apec.org/images/default-source/publication/2022/12/applying-digital-tools-by-msmes-and-individuals-in-travel-and-tourism-sector-under-covid-19/cover_222_twg_applying-digital-tools-by-msmes-and-individuals-in-travel-and-tourism-sector-under-covid-19.tmb-h300.jpg?Culture=en&sfvrsn=f4596fa0_1",63,"api","digital|smes"
568,"Workshop Report on Best Practices for Healthy and Active Ageing Initiatives","Proceedings","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/workshop-report-on-best-practices-for-healthy-and-active-ageing-initiatives","workshop-report-on-best-practices-for-healthy-and-active-ageing-initiatives","https://www.apec.org/images/default-source/publication/2022/12/workshop-report-on-best-practices-for-healthy-and-active-ageing-initiatives/cover_222_hwg_best-practices-for-healthy-and-active-ageing-initiatives.tmb-h300.jpg?Culture=en&sfvrsn=da8d7b26_1",64,"api","health"
569,"Panel Discussion on Empowering the Media’s Inclusion in the Fight Against Corruption","Proceedings","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/panel-discussion-on-empowering-the-media-s-inclusion-in-the-fight-against-corruption","panel-discussion-on-empowering-the-media-s-inclusion-in-the-fight-against-corruption","https://www.apec.org/images/default-source/publication/2022/12/panel-discussion-on-empowering-the-media-s-inclusion-in-the-fight-against-corruption/cover_222_act_panel-discussion-on-empowering-the-media-s-inclusion-in-the-fight-against-corruption.tmb-h300.jpg?Culture=en&sfvrsn=d0acf4cb_1",64,"api",""
570,"Telemedicine Development in the Asia-Pacific Region: Network Architecture, Capacity and Feasibility","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/telemedicine-development-in-the-asia-pacific-region-network-architecture-capacity-and-feasibility","telemedicine-development-in-the-asia-pacific-region-network-architecture-capacity-and-feasibility","https://www.apec.org/images/default-source/publication/2022/12/telemedicine-development-in-the-asia-pacific-region-network-architecture-capacity-and-feasibility/cover_222_tel_telemedicine-development-in-the-asia-pacific-region.tmb-h300.jpg?Culture=en&sfvrsn=6cb7b25a_1",64,"api",""
571,"Model Schedule of Commitments for Environmental and Environmentally Related Services","Manuals","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/model-schedule-of-commitments-for-environmental-and-environmentally-related-services","model-schedule-of-commitments-for-environmental-and-environmentally-related-services","https://www.apec.org/images/default-source/publication/2022/12/model-schedule-of-commitments-for-environmental-and-environmentally-related-services/cover_222_gos_model-schedule-of-commitments-for-environmental-and-environmentally-related-services.tmb-h300.jpg?Culture=en&sfvrsn=53e41f0f_1",64,"api","sustainability"
572,"APEC Cities and Built Environments (BE) Strategy: Building Back Better in the Post COVID-19","Reports","December 2022",2022,12,"December","2022-12","https://www.apec.org/publications/2022/12/apec-cities-and-built-environments-(be)-strategy-building-back-better-in-the-post-covid-19","apec-cities-and-built-environments-(be)-strategy-building-back-better-in-the-post-covid-19","https://www.apec.org/images/default-source/publication/2022/12/apec-cities-and-built-environments-(be)-strategy-building-back-better-in-the-post-covid-19/cover_222_epwg_apec-cities-and-built-environments-strategy.tmb-h300.jpg?Culture=en&sfvrsn=c9b9247e_1",64,"api","sustainability"
573,"APEC Capacity Building Workshop on Understanding Conformity Requirements for Software-controlled Weight and Measuring Instruments for Sustainable Trade","Proceedings","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/apec-capacity-building-workshop-on-understanding-conformity-requirements-for-software-controlled-weight-and-measuring-instruments-for-sustainable-trade","apec-capacity-building-workshop-on-understanding-conformity-requirements-for-software-controlled-weight-and-measuring-instruments-for-sustainable-trade","https://www.apec.org/images/default-source/publication/2022/11/apec-capacity-building-workshop-on-understanding-conformity-requirements-for-software-controlled-weight-and-measuring-instruments-for-sustainable-trade/cover_222_scsc_apec-capacity-building-workshop-on-understanding-conformity-requirements.tmb-h300.jpg?Culture=en&sfvrsn=768b719d_1",64,"api","trade|sustainability"
574,"15th Conference on Good Regulatory Practice (GRP 15)","Proceedings","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/15th-conference-on-good-regulatory-practice-(grp-15)","15th-conference-on-good-regulatory-practice-(grp-15)","https://www.apec.org/images/default-source/publication/2022/11/15th-conference-on-good-regulatory-practice-(grp-15)/cover_222_ec_15th-conference-on-good-regulatory-practice.tmb-h300.jpg?Culture=en&sfvrsn=7a9f5a66_1",64,"api","regulation"
575,"2022 Report on Code of Ethics by Medical Technology Industry Associations in the APEC Region","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/2022-report-on-code-of-ethics-by-medical-technology-industry-associations-in-the-apec-region","2022-report-on-code-of-ethics-by-medical-technology-industry-associations-in-the-apec-region","https://www.apec.org/images/default-source/publication/2022/11/2022-report-on-code-of-ethics-by-medical-technology-industry-associations-in-the-apec-region/cover_2022_sme_2022-report-on-code-of-ethics-implementation_medical-technology.tmb-h300.jpg?Culture=en&sfvrsn=76876681_1",64,"api","digital"
576,"2022 Report on Code of Ethics Implementation by Biopharmaceutical Industry Associations in the APEC Region","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/2022-report-on-code-of-ethics-implementation-by-biopharmaceutical-industry-associations-in-the-apec-region","2022-report-on-code-of-ethics-implementation-by-biopharmaceutical-industry-associations-in-the-apec-region","https://www.apec.org/images/default-source/publication/2022/11/2022-report-on-code-of-ethics-implementation-by-biopharmaceutical-industry-associations-in-the-apec-region/cover_2022_sme_2022-report-on-code-of-ethics-implementation_biopharmaceutical.tmb-h300.jpg?Culture=en&sfvrsn=da5921bc_1",64,"api",""
577,"Consensus Frameworks in the APEC Region","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/consensus-frameworks-in-the-apec-region","consensus-frameworks-in-the-apec-region","https://www.apec.org/images/default-source/publication/2022/11/consensus-frameworks-in-the-apec-region/cover_222_sme_consensus-frameworks-in-the-apec-region.tmb-h300.jpg?Culture=en&sfvrsn=d2796214_1",65,"api",""
578,"APEC Workshop on Energy Intensity Reduction in the APEC Regions’ Urbanised Cities","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/apec-workshop-on-energy-intensity-reduction-in-the-apec-regions-urbanised-cities","apec-workshop-on-energy-intensity-reduction-in-the-apec-regions-urbanised-cities","https://www.apec.org/images/default-source/publication/2022/11/apec-workshop-on-energy-intensity-reduction-in-the-apec-regions-urbanised-cities/cover_222_ewg_energy-intensity-reduction-in-the-apec-regions'-urbanised-cities.tmb-h300.jpg?Culture=en&sfvrsn=b86b5618_1",65,"api","energy"
579,"Exploring Co-Benefit Opportunities for Renewable Energy and Energy Efficiency Projects in the APEC Region","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/exploring-co-benefit-opportunities-for-renewable-energy-and-energy-efficiency-projects-in-the-apec-region","exploring-co-benefit-opportunities-for-renewable-energy-and-energy-efficiency-projects-in-the-apec-region","https://www.apec.org/images/default-source/publication/2022/11/exploring-co-benefit-opportunities-for-renewable-energy-and-energy-efficiency-projects-in-the-apec-region/cover_222_ewg_exploring-co-benefit-opportunities-for-renewable-energy-and-energy-efficiency-projects.tmb-h300.jpg?Culture=en&sfvrsn=7e13cd78_1",65,"api","energy"
580,"Artificial Intelligence in Economic Policymaking","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/artificial-intelligence-in-economic-policymaking","artificial-intelligence-in-economic-policymaking","https://www.apec.org/images/default-source/publication/2022/11/artificial-intelligence-in-economic-policymaking/cover_222_psu_artificial-intelligence-in-economic-policymaking.tmb-h300.jpg?Culture=en&sfvrsn=dfb2c1f5_1",65,"api","digital"
581,"Policy Brief on Trade in Marine Debris Collection Services","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/policy-brief-on-trade-in-marine-debris-collection-services","policy-brief-on-trade-in-marine-debris-collection-services","https://www.apec.org/images/default-source/publication/2022/11/policy-brief-on-trade-in-marine-debris-collection-services/cover_222_gos_policy-brief-on-trade-in-marine-debris-collection-services.tmb-h300.jpg?Culture=en&sfvrsn=36af759b_1",65,"api","trade"
582,"Fact sheet: 2022 APEC Senior Officials' Report on Economic and Technical Cooperation","Brochures","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/fact-sheet-2022-apec-senior-officials-report-on-economic-and-technical-cooperation","fact-sheet-2022-apec-senior-officials-report-on-economic-and-technical-cooperation","https://www.apec.org/images/default-source/publication/2022/11/fact-sheet-2022-apec-senior-officials'-report-on-economic-and-technical-cooperation/cover_2022-sce-factsheet.tmb-h300.jpg?Culture=en&sfvrsn=7a096698_1",65,"api",""
583,"APEC Senior Officials' Report on Economic and Technical Cooperation 2022","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/apec-senior-officials-report-on-economic-and-technical-cooperation-2022","apec-senior-officials-report-on-economic-and-technical-cooperation-2022","https://www.apec.org/images/default-source/publication/2022/11/apec-senior-officials'-report-on-economic-and-technical-cooperation-2022/cover_2022-sce-report.tmb-h300.jpg?Culture=en&sfvrsn=10b5900e_1",65,"api",""
584,"2022 CTI Annual Report to Ministers","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/2022-cti-annual-report-to-ministers","2022-cti-annual-report-to-ministers","https://www.apec.org/images/default-source/publication/2022/11/2022-annual-report-to-ministers/cover_2022-cti-annual-report-to-ministers.tmb-h300.jpg?Culture=en&sfvrsn=2a1dbc4c_1",65,"api",""
585,"2022 APEC Economic Policy Report","Reports","November 2022",2022,11,"November","2022-11","https://www.apec.org/publications/2022/11/2022-apec-economic-policy-report","2022-apec-economic-policy-report","https://www.apec.org/images/default-source/publication/2022/11/2022-apec-economic-policy-report/cover_2022-aepr---main-report.tmb-h300.jpg?Culture=en&sfvrsn=a22b3d9a_1",65,"api",""
